score,summary,review
1.0,Doesn't like,My dog refuses to eat it and it smells pretty bad. I can't recommend it as treat when my dog refuses to touch it.
1.0,"Mmm, unsalted cardboard!","Possibly the worst product masquerading as a cracker that I've ever put in my mouth. They may be allergen free, but it's more pleasant to go without."
1.0,Expired Chips,Purchased an assortment of chips as a gift and they were expired when received. Had to throw in the garbage.
1.0,Ginger & Mustard??,"These were very disappointing.  I ate a small handful and physically went, ""blehhh"".  I'll eat them because they weren't cheap and I really like nuts but I definately wouldn't buy them again. The name ""Steakhouse Seasoning"" is, imo, misleading in that the ingredients list (which wasn't available when I purchased them through my daughter's school *fundraiser* program or I wouldn't have bought them) includes ginger & Mustard (seriously?).  Now, I don't know what steakhouse Paula Deen goes to where they use ginger or mustard to season their steaks, but I wouldn't want either one on mine, I can tell you that; and it doesn't work on a nut, either. It is an odd combination of spices altogether, really...and they just don't work. Check it out: INGREDIENTS:  Paprika, Onion Powder, Mustard (?! on steak??), Ground Ginger (??), Black Pepper, Ground Cumin (WHY?), Whole Thyme, Ground Red Chili, White Pepper. Save your $$ and choose something else.  PS:  Her ""House Seasoning"" peanuts are better but kinda salty, which I don't mind.  Those have S&P, Onion and Garlic Powders...but I wouldn't buy those again, either. Hope this helps!"
1.0,gross texture,"It did not really taste like much, so I was able to add sauce without interrupting the flavor, however I could not get past the texture. I'd rather chew on rubber bands."
5.0,Finally found the watermelon jello!!!!,I have not been able to find this in sooooooooooooooooooooo long and am thrilled to have it once again!  I love making cool whip pies with it!
1.0,Premium Saltines are no longer premium in taste.,"I agree with most of the reviewers in this review.  I too have bought Premium Saltines all my life (I'm now 63) and they are now:  1. flimsy - will break in half or in pieces when spreading with peanut butter, 2.  poorly packaged - have many broken crackers in each tube which as another reviewer pointed out is due to flimsier cardboard packaging, and most importantly 3. have virtually no taste any more.  It is indeed a sad day that one of our old standbys has fallen victim to cost-cutting to enhance company profits.  Thanks to the reviewer about Keebler crackers....I'm switching."
1.0,Not worth the risk,Expiration on packaging says 10/02/12 and today is 08/09/12 so I called Amazon and they refund the purchase because they can't reship because this is a common problem with this product. I have to say I don't think the exp. date was anything but deliberate on the companies part.
1.0,Good Product...but buy the 700-ct,Amazon sells a 700-ct for $15..why would i ever pay $35 for 1000-ct(plus shipping on 1000-ct)....seems crazy.  Look up the 700-ct and you'll be siked.
1.0,You'll lose weight,"I like white cheddar.  I can eat half a pound of it at one sitting.  I like soy.  I can chug plain varieties of it by the quart.  But 'Just the Cheese Rounds, Cheddar Plus Soy' as a snack?  It's hard to get down one of these calcified nuggets, let alone a portion.  As an added bonus, an aftertaste will naturally curb your appetite for hours."
5.0,Madagascar Vanilla Beans,"After research online and speaking to friends, I decided to order vanilla beans on Amazon from Vanilla Products USA.  The beans arrived shortly therafter and I immediately began preparing the beans for my extract.  Although it will be a few more months before I can bottle up my special brew, I look forward to using it in my own kitchen and giving samples to our family this Christmas.  These beans were just perfect for my extract.  I'm using the bonus 1/8 pound gourmet planifolia vanilla beans in my desserts.  I will be reordering.  Karen F"
1.0,crap,"This stuff is crap.  It kills flowers, there leaves & curdles after a week.  Waste of time & money"
5.0,Great bars,"Love these bars!  For 120-130 calories, you think you're eating a candy bar!  Way to go Kashi!"
1.0,what a crock!,My 2 cats had no reaction from this. Wanted to use it to help with a possible long distance move. Instead I've just wasted money on this crock!
1.0,Did not like,YUCK! This is the worst tasting soup I have ever had the misfortune to try. Took one bite and couldn't believe how bland and off tasting this was...took one more just to make sure I wasn't imagining it. The rest of the can went down the disposal.
1.0,"wow, overrpriced!","Boy, do I feel dumb. I heard how peanut butter prices were going to shoot up because of a bad crop this year, and decided to stock up before they did. If I'd done some research before I clicked Buy it now, I would have realized these are WAY overpriced - $5/jar, when I saw them at Target yesterday for about $3/jar. I blame no one but myself - I've gotten so used to prices on Amazon being better than local retailers, I just bought without thinking. My rating is not for the Jif, which I love, but for the 66% overcharge.  Perhaps, if prices do skyrocket, this price will actually be good, but for the time being, save yourself about $12 and make a trip to the store."
1.0,No more non-GMO on label,"Bought the nacho chips regularly for my kids but the last delivery came and there was not a non-GMO label on the package anymore, they still use organic corn but use non organic canola oil and any non organic canola is most likely Genetically Modified, which is something I do not want in my body.  Will not buy this product again."
5.0,My cat is addicted!,"My cat has two issues, early CRF and IBD.  The IBD caused her to stop eating completely.  Prior to that, she was very picky and wouldn't eat any renal diet(and I tried them all).  I originally passed on Hi Tor because of the by products, but I was bent on getting her to eat a renal diet.  Fortunately, she loved Hi Tor.  She is always crying to be fed now, and eats 2 cans a day, and would eat more if I let her.  Cats are picky, so not every cat will like it, but if you have a CRF cat that isn't eating, it's worth a try.  If your cat won't eat it, donate it to a shelter or a rescue group.  I'm sure they have CRF cats that could use it.  Update 2/20/10:  They have changed the formula for the food.  It's more dense, and the cans are 5.5oz rather than 6oz. It looks more like regular cat food and less like chopped bits o' parts. My cat doesn't like this as much, but that may be the fact that she can't lick it up like the previous version.  I have to try adding water to it to see if it helps."
5.0,Death by Chocolate !!!!!,"This is by far the BEST of all the Chex Mix flavors!  The chex cereal pieces are covered in rich, dark chocolate, with a few vanilla-flavored pieces mixed in for variety. Then there are the Dark Chocolate covered pretzels, dark chocolate cookies, and topped off with dark chocolate mini m&m-type candies. What more do you need?  I just wish it was still available at WalMart so I wouldn't have to wait on the shipping.  One word describes it all:  AWESOME !!!!"
5.0,Caught a mole in 5 minutes,"Wow, I am impressed.  Read all the reviews and thought this trap sounded like a good bet for my mole woes.  Put 3 into the ground following other's tips and caught a mole in 5 MINUTES!!!  I kid you not.  By the time I put the shovel away, took off my shoes, and looked out my window one of the traps had sprung.  I thought it was because I put it in wrong!  Nope, dead mole - right there in the trap.  These things rule!"
5.0,Quick delivery and good selection,First time buying the nespresso capsules on amazon and amazed how FAST they shipped and how easy the transaction was. The variety pack was a good way to try multiple coffee roasts if you are new to Nespresso.  Will definitely order more!
5.0,Great price - great product,Nostalgia has me reaching for the Jiffy Corn Muffin Mix - my grandmother used it in a ton of recipes growing up. I was happy to find the warehouse deals of this mix when re-creating a recipe a month or so ago. Now I'm glad I have the extra boxes to make more!
5.0,Flavorful organic vanilla,"I use this exclusively in homemade ice creams, frosting, eggnog,and other uncooked items. If you want a vivid vanilla flavor, I highly recommend this product. So glad I found it here ,as the price is less than other sellers that I've purchased from."
1.0,Very disappointed...,"I wanted to have the best movie theater tasting popcorn for my son's upcoming carnival birthday and was very disappointed in this popcorn.  I love salty foods, but this was way too salty even for me.  And the tast was just off.  It tasted chemically or artificial.  Based off of the positive reviews, I bought to boxes - 48 packs - and it's just a waste because they will go in the garbage."
1.0,CANCELLED,REMOVE THIS ITEM AND STOP TAKING ORDERS FOR SOMETHING YOU DO NOT HAVE IN STOCK!!!!!!!!!!!!!!  This really needs to be changed to say OUT OF STOCK!!!!
1.0,Watch expiration dates!1,"1st: my cats really don't eat this brand with much relish like they did when Wellness had the mylar bags. We really miss those bags, the food just seemed to taste better to my cats. Canned, they won't touch any flavor but turkey.  2nd: I've had 3 out of 12 in a case smell off and even the dogs won't touch it. So just check yours JIK.  What has happened to this brand? They were the BEST 2 years ago!"
1.0,Horrible bitter and lemon taste. I recommend Diet Gold Peak Tea instead,"This tea is not pleasant to drink. It has a bitter lemon taste that lingers in your mouth. Very dissapointed. Amazon WILL NOT take returns on Grocery items so please DO NOT BUY this item. EWWWW, YUCK."
5.0,great!,"Fantastic cupcakes! We did these, along with chocolate, for my sister's bridal shower. Much more of a hit than your usual cake.  The tops seem a little flat, but they are easier to frost. They taste great!"
1.0,Will make your stomach hurt,"Nasty. The leaves are so mushy, the stuffing (rice) is tastes awful and bitter. Your stomach will hurt. Don't bother buying."
1.0,Just plain awful,"I can at least tolerate most foods, but these bars were so bad that I threw them away.  Very disappointing."
1.0,"Pretty Shady, Amazon","No, I love these crackers.  I buy 'em all the time and they're pretty plain, but high quality and that cracked pepper gives a nice bit of zip to the taste that just makes it that much better.  This SHOULD be a 5 star review; packaging was great, no crackers broken in the couple of boxes I've opened as of yet.  Just not too bad at all  EXCEPT  The order that I placed on May 8, 2007 came packed with 12 boxes of crackers that all expire on June 30, 2007.  I've yet to see a single box of these crackers in the local stores with such an early expiration date.  The nice price and the free shipping was quickly compromised by Amazon taking a batch of crackers with a short shelf life and pushing them on special.  In the end, the loser is me.  When calling Amazon with the hopes of a fair exchange or something a little reasonable, there was no flexibility.  Lesson learned by me and a forewarning to others:  Take caution purchasing perishables from Amazon.  Shame on you, Amazon."
1.0,2 lbs. of $20+ compost,"Yes, I am a coffee snob. But this is only because I have discovered that I very much enjoy the differences gained from the effort and the investments of time and money...it works so much better if one uses the consistent grind of coffee that can be achieved with a conical burr grinder (my purchase of the  Hario MSS-1B Mini Mill Slim Coffee Grinder  was a crucial step towards coffee nirvana) versus the mixture of chunks and powder that comes out of a cheap electric blade grinder; the kind of smooth, rich, full-bodied nonacidic brew that comes from steeping evenly and quickly, like a real espresso machine can achieve or that I've been experiencing with the far less fussy and amazingly engineered  Aerobie AeroPress Coffee and Espresso Maker , completely surpasses drip or French press; and the beans matter. In fact, it is really all about the beans. And they have to be fresh, for starters.  This crap -- and I do mean crap! -- is anything but fresh.  It tastes to me like the batch I received recently was roasted two years ago and sat on some shelf in a warehouse the whole time. No thanks!  How do I know this? By taste, of course. And there is no ""best by"" date on this package to refute my claim.  Since purchasing the Hario grinder and the Aerobie press, in July of this year, I enjoyed two other very good French roasts from ""Just Coffee,"" purchased at my local cooperative grocery (yes, organic), and one purchased here,  Volcano Dark Roast, Organic Kona Hawaiian Coffee, 8 Oz, Whole Bean . Every last cup brewed from these was heaven. During that time, I periodically washed the Hario grinder to remove the coffee oil buildup whenever I would begin to detect the effects of rancidity, and before trying this batch from Altura, I washed it again. So I know that everything necessary for a great cup of coffee was in place and ready to go.  Except the beans this time were the deal breaker. A brew using freshly ground coffee beans stored in vacuum canisters should not taste bitter. The first cup was reminiscent of gutter water. I will not be falling for this again.  To Amazon's credit and with my deepest gratitude, customer service responded to my feedback. But in all honesty, I believe this product should be removed from sale here."
1.0,"What, what?","Probably geared for the revolution, cutting edge ""let's ban mayo-type advertisement"". Picked up by mistake and found it sweet and far too intruding to compliment any dish, specially sandwiches or salads. Obviously I am not cool but I can assure you my taste buds know by instinct what is repulsive at first taste and this one, miracle whip, can not compete in my kitchen. Got so aggravated that I returned the product to my local market claiming about a ""funny taste"" which saved me, cheap cheap me, the money spent."
5.0,YUMMY! MORE THAN PERFECT......,ALL I CAN SAY IS YUMMY. YUMMY.........THESE ARE GREAT! WHAT ARE YOU WAITING FOR. COME AND GET IT.  thanks alot
1.0,Lousiest chips you can ever have,"My favorite flavor of chips happens to be Jalapeno. I have sampled dozens of different brands of Jalapeno flavored chips. This was my first time trying out this brand, and I can tell you that these were the worst jalapeno flavored chips I have ever tasted in my life. They smelled and tasted of stale oil and there was not even the slightest taste of jalapeno in the chips, whatsoever. They were excessively salty and greasy. Needless to say that I dumped the entire bag in the garbage bin after the first handful. Oh, by the way the one-star rating is only because it is not possible to write a review without selecting at least one star. They don't deserve any."
1.0,"It's only one month away from ""Better if used by"" date","This seller is very tricky, I got 6 boxes of 24 bars (total 144 bars) and I have to finish them before 2/3/2011.  I need to eat around 4 bars everyday (weekends too) in order to meet the dead line.  Very bad situation."
1.0,Great product usually- shipment stale,"I love these protein bars!  I eat them every weekday for breakfast as it is fast, easy, filling, and great tasting.  I also love the value that you get from buying a 3-pack through Amazon.  I have ordered these 5-10 times prior, and they were usually so incredibly fresh.  However, when I ordered them most recently in early 2012 they were stale to the point that they were inedible.  As this appears to be an issue with more than my order I am quite hesitant to order again.  Maybe there could be some sort of quality control in your warehouse?"
5.0,DELICIOUS!!!,"oh man, i love this candy! it's super delicious, but its really not that sour. I'd always collect a giant cache of quarters and spend it all on these for 50 cents each! =)"
1.0,cottonseed oil,"If you are interested in healthy snacks, beware that this product lists cottonseed oil as a ""possible"" oil used in its prepartion on the back of the package, and once you receive your package you cannot return grocery items."
5.0,Wonderful product,Could no longer find this brand of Buttery seasoning for popcorn in our grocery stores. It is my husband's favorite (Jolly Time). He was quite surprised and pleased when he received it in the mail.
5.0,Nothing aMatcha about this product,I'm a green tea lover...having been to Japan 4 times and growing up with many Japanese. I've been ordering this brand now for 3 yrs..it is excellent.
1.0,Very sweet cookie,"In the mood for something extra, extra, extra sweet? You will enjoy this cookie then. Otherwise just buy when you have a big crowd. The first cookie isn't bad but all others after that just add up to an unpleasant eating experience.  As far as taste is concerned, past the super sweetness, it does taste pretty good with plenty of chocolaty peanut butter flavor.  But, wow, are they sweet! How did Nabisco pack so much sweet into such a small cookie?  The cookie is about as thin as one side of the Oreo creme filled cookie. Kudos to Nabisco for actually covering the whole cookie with fudge and not just the front side. There is a thin layer of some sort of peanut butter creme on the top side of the cookie under the fudge coating. The PB seems to be where most of the awful sweetness is coming from.  I'm not someone that reads every nutrition label for everything I buy and usually I just take it as a given that a treat like a cookie is not super healthy. But these little jewels are so sweet it will make you wonder exactly what you are eating.  Dang. 3 cookies is 9g of fat and 170 calories (80 fat). Contrast that with the traditional Oreo: 15 cookies for 160 (60 fat) and 7g fat.  I think it is worth mentioning since I couldn't find any nutritional information on the product page.  I'm not a fan of the eat healthy band wagon but good Lord. Surely a warning label should be required on something that looks so innocuous. Maybe the outline of a hugely obese person and a fat playful exclamation mark.  Let me also point out that if you buy this from Amazon you need to have someone available to get the package as soon as it arrives if it is moderately warm in your area when you purchase them. My shipping package was left out in the sun a while and some of the cookies that had come out of their slots were somewhat melted and stuck together. Nabisco did a great job with the tray they ride in but shipping may unseat them and then the heat will glue them together. I threw mine in the freezer for a bit to solidify the fudge before I opened them.  Oh. I have to say that I like the resealable package. I guess I haven't bought that type of package before or if I have all the cookies were gone before they could be resealed. It works very well and is much easier than the usual zip lock type resealable package.  1 star for an excessively sweet taste in an excessively sweet cookie that could be a poster child for bad industry."
1.0,SCAM.  STAY AWAY,"As the reviewer above stated this is not for two 12 packs.  Rather this is for one 12 pack with 6 of each variety.  What a rip off.  Amazon, this is a major deal breaker.  If I could find a 1800 number I would have called and went beserker, but there is not one.  This would have been a -1 if possible."
1.0,Very salty,"This is more like seasoned salt than ""creole."" We have it at local dollar stores where I like and they can't give it away there."
1.0,Guess SPREAD doesn't really mean NATURAL?!,"I've been a consumer of natural peanut butters ""forever"" & am familiar with its ingredients. That's why I felt confident ordering JIF, a name brand online. HOWEVER, the ingredients really need to be listed on Amazon. This natural peanut butter has molasses & palm oil in it. Palm oil I'd seen before & do limit intake of it but for a bulk ""emergency"" type food, I was willing to allow it. This JIF is listed as ""no stir"" so I figured palm oil was an ingredient. The molasses was a new 'trick"" to me. Several of my family are allergic to calcium & can't tolerate JIF's 2%Ca , a result of the molasses. So now I'm making a donation to the local homeless shelter instead of to my family's emergency stock. Even though we're ""Prime "" Amazoners ,I'm not returning it because I have a feeling Amazon will say the return's not their fault & the shipping would be ginormous due to the weight. Since the ingredients are listed on the individual jars, the shelter can make informed use of it."
1.0,STAY AWAY!!!!,STAY AWAY!!!!  You have been warned.  This is the most foul tasting rubber you wil ever try.  I am sorry I was forced to give it 1 star.
5.0,well balanced snack option,"It's hard to find a good snack drink with a healthy blend of fats, carbs, and protein.  Orgain has a good balance of macros in an all-organic blend.  And the creamy chocolate fudge is absolutely delicious - satisfies my chocolate cravings with no guilt!"
5.0,For Your Child or Your Dog!,"We originally bought this for Sadie, our 75-pound golden retreiver.  For a few months, she showed some interest in the cute, small, squeaking toy, gingerly taking it in her mouth like as it were her her little puppy (insert collective ""awwwww"" here).  However, after awhile she showed only sporadic interest in it. It appears she would much rather show her chops by chewing, biting , and ""wrestling"" with larger stuffed animals, such as a gorilla, her current favorite.  HOwever, our now 90-something pound 10-year old boy loved this when we first bought it several years ago. The hedgehog is soft and cuddly. It's a perfect take-to-bed size, and probably costs less than stuffed animals designed specifically for children. So, for either your dog or your child, the hedgehog is sire to find a loving and/or biting home."
1.0,BEWARE THE SMALL PRINT SHIPPING CHARGES,Be aware that the shipping charge is per box and not per shipment.  I purchased three boxes with standard shipping(sold by Target) and paid $27 shipping for standard shipping. The one star rating is for the transaction and not for the product.
1.0,More packaging than product...,"I guess I should have read the description more carefully.  Box contains 24 small boxes, each of which contains less than 15 pieces.  I paid way too much for this."
1.0,Don't use Blue Buffalo :(,"October 8, 2010. The Blue Buffalo Company of Wilton, Connecticut has announced a dog food recall of certain batches of some of its popular products due to potentially toxic levels of vitamin D.  My dog got extremely sick, and was very upset to hear of this.  Only thing that changed with his diet/life was blue buffalo.  I literally almost lost my dog last week and had to have in surgery because his gallbladder was about to explode.  He quit eating completely, was throwing up, diarrhea, and took him to the vet to realize his liver was swollen and gallbladder had to come out.  It's sad to think you pay good money for dog food and you still could be feeding him poison.  I don't know how I will every trust dog food products anymore.  Please make sure there is no recalls on food you are feeding your dog."
5.0,Exactly what I was looking for!,"I needed to severely cut down on my sugar intake, and also want to stay away from artificial/chemical sweeteners. Stevia is ok but still gives me that aftertaste that I don't find appealing. It's good for some things, but not everything. This product is amazing! I'm so glad to have found something that is sold in its natural, organic, raw state that is low-glycemic and actually good for you!"
5.0,outstanding butterscotch,These are awesome and delicious.  Excellent price for so many (a really big bag) pieces.  The taste is buttery and not too sweet.  The candy is HARD and  not soft or sticky like some butterscotch pieces that are out there.
1.0,Misleading Image of Item,"Be aware that the image shown is not the true product you will receive. The product I received is the new blend ""from the makers of Maxwell House"". The new blend tastes a lot differently from the original blend. I ordered the product from Amazon.com because it gave the impression they had the original blend. I would not have ordered it if I had known otherwise....and it is a non-returnable product. I feel this is very misleading and unfair.  General Foods International Coffee, French Vanilla Cafe Coffee Drink Mix, 9-Ounce Tins (Pack of 6) "
5.0,Great Bold Taste,"This is a nice bold smokey coffee, that does not have a bitter finish. I enjoy this all day long and provide it to my customers."
5.0,sugar free and yummy!,"Personally, I hate most of sugar free products. Imagine my surprise when my (diabetic) husband brought these home. I tried them... and LOVED them ever since. For some reason, the chocolate sugar-free Kedem is hard to find in the store. So go ahead and order yourself a box of delicious tea biscuits! You'll never believe that they are sugar-free because they taste so good!  Enjoy!"
5.0,Best Vanilla Ever,"I use a ton (okay ... exaggerated) of this vanilla powder.  Lattes, tea, coffee, baking, oatmeal, cold cereal ... anywhere you want that sweet floral goodness that is vanilla.  Plus it doesn't have the alcohol AND it doesn't drip.  Perfection!  I even keep it in a shaker bottle right next to the salt and pepper 'cause I use it so much.  Highly recommended!   Bourbon Madagascar Vanilla Powder 16 oz. "
5.0,My Favorite,"Mon Cheri is my all time favorite.  My family in Italy sends them to me.  They are only available in the wintertime.  Beware:  If you try them, you get hooked."
5.0,delicious,"French Vanilla Cappucino has a very good taste and really enjoy drinking it, very addictive, can't just drink one cup.  highly recommend this flavor"
5.0,Good,I ordered these because peppermint is soothing for your stomach and they're organic. They taste great and knowing their organic is a bonus.
1.0,gummi glob,"I ordered the gummi bears and I recieved a gummi blob. I contacted amazon and they said they would sent me another order for free.   Guess what?! I now have two gummi blobs.   If you live in a warm climate,careful you may end up with a gummi blob."
1.0,My dog gagged-hated it,"I purchased because of one good review !!! Surprising my dog hated it, wouldn't go near it, much less try it. I didn't care for the smell much. She likes the beef stew a little more, and loves the chicken. My son's dog ate it like it was his last meal. Will not buy again."
1.0,WHY PAY THAT MUCH?,"Why would you pay $13.50 for 10 Caps, when you can buy them on the Nespresso website for less then 1/2 of that?  $6.00 on Nespresso.com"
1.0,Stale,"Very dissapointing, item arrived stale and barely edible.  I tried everything I could think of to fix them... toaster, microwave, oven.  Nothing worked."
5.0,The scent of Vanilla hit me before I opened the zip lock bag!,"These Madagascar Vanilla Beans, are of the highest quality. They are soft and pliable as well as fragrant. They bear no resemblance to the dried up vanilla beans you can buy in a jar at the supermarket.  I add mine to my home made limoncello. I just cut them down the length of the bean, and spread the bean open and tie it in a knot and drop it in. They impart an incredible, natural flavor of vanilla. The seller is also very nice to work with."
5.0,Enjoying non meat foods,I have had these since I was a little boy.  I still love them now as much as when I was young.
1.0,Don't Buy,"The pods do fit into a compatible E.S.E. machine. However, the coffee isn't as strong or flavorful as your regular espresso from a cafe. Overall, you'd be much better off going for the ground or whole bean coffee. Don't waste your $10 bucks on this lousy product."
1.0,My FAVORITE but WAYYYYY cheaper at Costco!!!!,"It's delicious however you can buy a 3 pack of the 32 oz. boxes for $7.95 at Costco!  Also, it's $4.95 for 1 at Starbucks!!!!  Why are they charging SOOOO much for these 3 boxes!  What a rip off...they should be ashamed for charging so much!!"
5.0,Excellent Tea with Delightful Ethical Aftertaste,"This is fine tea. English Breakfast Tea is a bit of a commodity, and an increasingly familiar one. This variation is quite good, not as piquant as some alternatives--and not leaving the rather bitter aftertaste one sometimes finds in combination. If you tend toward a milder tea, this one may well please you.  The company that produces this product is part of the Ethical Tea Partnership. For those interested, I would suggest visiting ethicalteapartnership dot org. The list of participating companies includes giants such as Tetley and Twinings, and is missing some other familiar names.  Something more to think about, something else in favor of this product.  My overall suggestion: find a tea you like, and find one that is from a member of the Ethical Tea Partnership. There's no one rule for taste--but there are universal expectations of ethics, realizable ideals.  This tea will meet those criteria for many people."
1.0,Tastes Like Eating Chemicals,"I eat the regular Quaker Instant Oatmeal every day, and unbeknownst to me, my wife started giving me the ""Lower Sugar"" version. On the first day, I just thought my taste buds were off and ignored it, but after a few days I started to wonder what happened to the oatmeal that I used to so enjoy. To me, it now tasted like chemicals.  I went to look at the box to see that it said, ""Lower Sugar"". Now I had found a clue, but I couldn't really blame my wife because I don't really need the oatmeal to be super sweet. I'm fine with less sugar, although that wasn't my issue. It tasted like chemicals.  Upon ingredient inspection, I found that this ""Lower Sugar"" version contains the artificial sweetener ""Sucralose"" which I am really sensitive to. I know some people can't really taste the difference between Sucralose and sugar. I wish I was one of them.  I also wish that Quaker would have mentioned the artificial sweetener clearly on the front of the box.  Be warned. It's not just lower in sugar, which I would have been fine with. We had to throw away 2 boxes."
5.0,The best mango pickle!,"I've been buying this for years, as mango pickle, not relish. It's the same thing, but this is cut in smaller pieces. It says it's mild, but that's by indian standards; it is somewhat hot."
5.0,Made my aunt very happy.,"I sent this chocolate to my elderly aunt who was thrilled, as was her immediate family.  You would have thought that I sent her a bag of gold.  It is a good idea to let the recipient know a sensitive package is coming, especially in the south (she is in GA).  It has some protective packing, but could melt if left outside for an extended time."
5.0,yum!,I Love these! Great taste and soothes the tummy. This two pack was wrapped well and so far all the chews are very fresh.
5.0,Mi-Del ginger snaps,"These are absolutely the very best gluten free ginger snaps I have found. They are crunchy, not too sweet, and provide a great ginger burst"
1.0,if I could give 0 stars I would -,Buyer beware- do not sign up for subscribe and save unless you love this product. I have tried in vain to cancel this item since February of 2011. Yet Amazon continues to charge and ship a product I don't want.  The product doesn't taste good. Amazon is horrible to work with.
5.0,Yummy & Healthy,"I love this cereal.  I am always on the lookout for grocery items without corn & soy (allergens for me), and this cereal tastes great.  I am pleased with the wholesome ingredients. Also, this 6 pack is a great deal as I pay about $5 per box in my local grocery store."
1.0,"Tastes bad, clumps, not much calorie benefit.","It tastes bad.  And I use Splenda (sucralose) all the time, so I know the bad taste is not coming from the sucralose.  Also, it's very difficult to get this stuff to dissolve evenly in hot water.  I get clumps of it between my teeth even when I put it in a sealed container and shake it vigorously for a minute, or stir it wildly.  Finally, what makes it a ""sensible sweet?""  Compare the nutritional information to sugar sweetened Nestle hot cocoa mix:  ..............Total Calories.....Calories from Fat Nestle..............80...................25......... Swiss Miss........75...................15.........  Admittedly, the suggested serving size for Nestle is with 6oz of hot water while Swiss Miss is for 8oz of hot water.  But I've used both in a big 12oz coffee mug and I still find the Nestle is far superior to the Swiss Miss, even when diluted to half of it's recommended concentration.  The Nestle does contain real sugar AND corn syrup, yet the calories aren't highly different from the Swiss Miss.  The wretched taste and clumped mixture of the Swiss Miss should not be tolerated for such a small improvement in calories."
5.0,works terrific,"I've used these for 4 years. Just can't seem to get rid of fleas, but these work great. I use a few of them as I open my windows and no matter how tiny the holes in your screens are, they get in and also come in on my family as well. They work better at night when the house is dark as fleas tend to gravitate to the light. It's amazing how many they catch, one refill lasts a very long time as the surface is large compared to the size of a flea and it remains sticky. The only other alternative would be to bring my chickens in to take care of the problem, but then there's a different problem to deal with. If my town zoning law allowed my chickens to wander, my flea and tick problem would virtually disappear."
5.0,My favorite spice,This is the best spice I've ever used for my cooking. It used to be sold at Whole Foods. Now it seems to only be available here at Amazon.com. I'm happy as long as I can purchase it somewhere. Thanks!
1.0,Tasteless,"These cookies are not sweet at all, which is ok, but they also have NO flavor at all. They name is vanilla creme cookies- where is vanilla?? The texture is kind of strange too-cookie is crumbly, but around the creme it is crunchy. overall - will not be buying this product ever again."
1.0,"Good product, insane price","I second the review that I just read -- I just checked my recent sales slip from Trader Joe's, which indicated a price of $3.29 per carton for the 64-oz size,or just over $26 for 8 cartons. Even Wholefoods doesn't charge as much as the on-line company."
1.0,Wont Pop Properly,"We have gone through 4 bags in a row in the last 15 minutes and cannot get the popcorn to pop. Not even 25% of the popcorn is popped. We searched online and others are having the same problem, is it possible that all 4 bags are faulty?"
1.0,don't buy it!,"I wish I would have read the reviews! I thought the same thing that it was a box of 18 2-packs, but it was only 9 of them! way too pricey! at walmart you can buy these for about 9 bucks! And cheaper at sam's club! Live and learn! I feel robbed! I should have read the reviews before buying!"
1.0,Clover's limerick,"There once was a rabbit named Clover Sold by Amazon, over and over When they said he was fresh They did NOT mean his flesh Which would make a coyote* keel over  When I saw he was missing his head I surmised that old Clover was dead So I took out some cheese Which I melted with ease And served some Welsh rarebit instead  *pronounced kahy-OH-tee  Note: This item does not come with Amazon's easy-open packaging. It took me quite a while to find it hidden inside the shiny black top hat, even though the instructions stated quite clearly that it was a riddle, wrapped in a mystery, inside an enigma.  In the end, I used the knife, in the kitchen.  Amanda Richards, August 31, 2010"
5.0,Very nice tea - great for the afternoon,I am a fan of most Twinings teas and bought the Traditional Afternoon not having tried it before. I was not disappointed.  I find it is a nice pick-me-up at work in the afternoon.  The only complaint I have is that it is not available in the US.
5.0,Love the vietnamese coffee filter set,"The stainless steel coffee filter works just great!  If you want a cup now and then thru the day, this filter is definitely worth EVERY penny.  Why fork over a hundred bucks for an electric maker?  (An environmental hog and more maintenance too.) And a cup can't taste any better than made in stainless steel, right?  Love it, and I will probably buy another for my friends to use at the same time when they want just a cup.  If you're into the simple joys in life, this will suit you JUST FINE!  Oh, did I mention it doesn't take up one inch of counter space either as I just grab it out of the cupboard and we're good to go?"
1.0,Not what I'd hoped,"I ordered this in multiple colors. It's not that glittery, and it becomes gummy upon contact with moisture... I think this stuff only works if you sprinkle it on and then immediately serve the dish. I used it as a decoration on top of a cheesecake, and within 30 minutes it had ""melted"" into a gooey substance - and the cheesecake had just come out of the refrigerator. Cute idea, poor execution.  Plus, for this silver color, the package came WITHOUT a safety seal of any kind - just unscrew the white top and the stuff comes pouring out. So I never even used the silver one - and it would have cost way more than the cost of the glitter to return it, so I just ""ate"" the cost."
1.0,Save Your Money!,"Even though convenient, the ""Hot Cocoa"" really isn't exactly what is says.  It is more like drinking colored water.  It really was so bad, that my partner tore open the cups and placed the powder in milk.  It took 2 k-cups to make one 10 ounce cup of cocoa.  It was okay then, but it's much easier to get some good ole` fashioned Hershey's chocolate and make a cup that I would just crave.  Besides, living close to Hershey, where the air constantly smells like milk chocolate, supports my local economy!"
1.0,Unacceptable,"The vendor, Penguin Mints, shipped these to me in a weird white box with tape wrapped around it.  These should have been in a sealed/unopened original Lindt box as depicted in the picture.  I can't give these away, I don't know if they have been tampered with or what."
